GEO_TYPE,GEO_VALUE,Measure,Measure_Short,Weighted_Average,Total_Population,Brnd_Name,Gnrc_Name,Tot_Clms,Tot_Drug_Cst,Tot_Benes
State,Connecticut,High blood pressure among adults aged >=18 years,Hypertension,29.3878019784241,7211194.0,Ramipril,Ramipril,20999,313775.04,5481.0
State,Connecticut,High blood pressure among adults aged >=18 years,Hypertension,29.3878019784241,7211194.0,Spironolactone,Spironolactone,73461,1178021.13,20853.0
State,Connecticut,High blood pressure among adults aged >=18 years,Hypertension,29.3878019784241,7211194.0,Tenormin,Atenolol,89,118136.4,22.0
State,Connecticut,High blood pressure among adults aged >=18 years,Hypertension,29.3878019784241,7211194.0,Valsartan,Valsartan,60046,2368131.31,16807.0
State,Connecticut,High blood pressure among adults aged >=18 years,Hypertension,29.3878019784241,7211194.0,Zestril,Lisinopril,113,148072.42,27.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Ezetimibe,Ezetimibe,85641,5917036.39,24338.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Fenofibrate,Fenofibrate,12927,687063.22,3367.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Gemfibrozil,Gemfibrozil,6217,179956.6,1538.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Niacin Er,Niacin,2261,352300.65,566.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Niacor,Niacin,12,3418.21,0.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Praluent Pen,Alirocumab,7876,6316532.57,1506.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Repatha Pushtronex,Evolocumab,946,783387.94,163.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Repatha Sureclick,Evolocumab,10298,9036582.91,1979.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Repatha Syringe,Evolocumab,1314,1035549.19,334.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Simvastatin,Simvastatin,170520,1578731.72,44135.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Zetia,Ezetimibe,194,200348.45,59.0
State,Connecticut,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,32.341322407911925,7211194.0,Zocor,Simvastatin,67,42048.04,20.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Ec-Naproxen,Naproxen,163,26732.26,87.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Enbrel,Etanercept,232,2118134.61,40.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Enbrel Mini,Etanercept,14,116435.3,0.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Enbrel Sureclick,Etanercept,759,6085233.1,117.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Humira,Adalimumab,142,1173909.52,24.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Humira Pen,Adalimumab,391,3570686.62,59.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Humira(Cf),Adalimumab,134,1028110.64,23.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Humira(Cf) Pen,Adalimumab,1515,13870970.71,224.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Ibu,Ibuprofen,509,1178.3,201.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Ibuprofen,Ibuprofen,19263,168926.1,11051.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Methylprednisolone,Methylprednisolone,16058,152321.46,13133.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Naproxen,Naproxen,8092,170015.18,4178.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Prednisone,Prednisone,49624,322414.88,26151.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Remicade,Infliximab,69,458039.29,11.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Sulfasalazine,Sulfasalazine,1206,42327.84,342.0
State,Delaware,Arthritis among adults aged >=18 years,Arthritis,24.553213625092685,2006768.0,Sulfasalazine Dr,Sulfasalazine,212,12565.33,74.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Altace,Ramipril,11,5277.72,0.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Calcium Acetate,Calcium Acetate,1022,130047.78,369.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Diovan,Valsartan,125,85539.15,33.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Epogen,Epoetin Alfa,54,21833.47,12.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Furosemide,Furosemide,66453,444131.89,19808.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Lasix,Furosemide,27,3048.64,0.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Lisinopril,Lisinopril,111567,941472.06,30480.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Procrit,Epoetin Alfa,147,188834.96,35.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Ramipril,Ramipril,5975,84508.14,1662.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Spironolactone,Spironolactone,17446,237742.72,5233.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Valsartan,Valsartan,12395,453634.87,3659.0
State,Delaware,Chronic kidney disease among adults aged >=18 years,CKD,3.1160698695614046,2006768.0,Zestril,Lisinopril,30,35331.05,0.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Budesonide,Budesonide,593,97756.59,99.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Budesonide Dr,Budesonide,406,48492.81,153.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Budesonide Ec,Budesonide,284,118122.81,114.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Budesonide Er,Budesonide,104,155809.73,34.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Daliresp,Roflumilast,586,396033.85,124.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Pulmicort Flexhaler,Budesonide,639,245095.78,253.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Roflumilast,Roflumilast,68,23849.05,49.0
State,Delaware,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.301562113806878,2006768.0,Uceris,Budesonide,21,32555.16,0.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Altace,Ramipril,11,5277.72,0.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Brilinta,Ticagrelor,3537,2824094.57,1026.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Carvedilol,Carvedilol,52484,685114.6,14265.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Coreg,Carvedilol,20,16163.05,0.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Diovan,Valsartan,125,85539.15,33.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Eliquis,Apixaban,56202,54349994.04,12982.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Isosorbide Mononitrate,Isosorbide Mononitrate,253,8107.52,60.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Isosorbide Mononitrate Er,Isosorbide Mononitrate,13700,300799.29,3838.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Lisinopril,Lisinopril,111567,941472.06,30480.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Nitro-Bid,Nitroglycerin,39,2590.06,27.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Nitroglycerin,Nitroglycerin,6311,178414.95,4180.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Nitroglycerin Patch,Nitroglycerin,286,16245.74,85.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Nitrostat,Nitroglycerin,13,940.69,12.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Ramipril,Ramipril,5975,84508.14,1662.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Rectiv,Nitroglycerin,29,19326.92,18.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Simvastatin,Simvastatin,45954,468183.58,12790.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Valsartan,Valsartan,12395,453634.87,3659.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Xarelto,Rivaroxaban,26728,27916470.01,6406.0
State,Delaware,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.889246938360587,2006768.0,Zestril,Lisinopril,30,35331.05,0.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Budesonide,Budesonide,593,97756.59,99.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Budesonide Dr,Budesonide,406,48492.81,153.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Budesonide Ec,Budesonide,284,118122.81,114.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Budesonide Er,Budesonide,104,155809.73,34.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Cromolyn Sodium,Cromolyn Sodium,94,6422.43,44.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Pulmicort Flexhaler,Budesonide,639,245095.78,253.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Uceris,Budesonide,21,32555.16,0.0
State,Delaware,Current asthma among adults aged >=18 years,Asthma,10.158774208079858,2006768.0,Zafirlukast,Zafirlukast,190,28978.52,45.0
State,Delaware,Depression among adults aged >=18 years,Depression,17.72559015292251,2006768.0,Mirtazapine,Mirtazapine,22702,580681.54,5479.0
State,Delaware,Depression among adults aged >=18 years,Depression,17.72559015292251,2006768.0,Remeron,Mirtazapine,17,3333.2,0.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Byetta,Exenatide,83,155104.52,21.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Glimepiride,Glimepiride,14838,181849.41,4191.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Glipizide,Glipizide,9458,93609.06,2749.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Glipizide Er,Glipizide,11987,248619.41,3411.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Glipizide Xl,Glipizide,170,2814.58,115.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Glyburide,Glyburide,521,11357.06,171.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Jardiance,Empagliflozin,18982,22825106.22,5149.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Victoza 2-Pak,Liraglutide,645,964932.98,217.0
State,Delaware,Diagnosed diabetes among adults aged >=18 years,Diabetes,11.152392703092737,2006768.0,Victoza 3-Pak,Liraglutide,2107,4253553.45,564.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Altace,Ramipril,11,5277.72,0.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Atenolol,Atenolol,22337,209506.41,6155.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Carvedilol,Carvedilol,52484,685114.6,14265.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Clonidine,Clonidine,1472,310973.76,393.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Coreg,Carvedilol,20,16163.05,0.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Diovan,Valsartan,125,85539.15,33.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Furosemide,Furosemide,66453,444131.89,19808.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Hydrochlorothiazide,Hydrochlorothiazide,67799,372825.64,19903.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Lasix,Furosemide,27,3048.64,0.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Lisinopril,Lisinopril,111567,941472.06,30480.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Nifedipine,Nifedipine,16,1141.43,0.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Nifedipine Er,Nifedipine,7428,412942.97,2132.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Ramipril,Ramipril,5975,84508.14,1662.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Spironolactone,Spironolactone,17446,237742.72,5233.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Tenormin,Atenolol,11,19399.74,0.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Valsartan,Valsartan,12395,453634.87,3659.0
State,Delaware,High blood pressure among adults aged >=18 years,Hypertension,33.89669802388717,2006768.0,Zestril,Lisinopril,30,35331.05,0.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Ezetimibe,Ezetimibe,22535,1923549.36,6695.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Fenofibrate,Fenofibrate,5670,269572.54,1559.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Gemfibrozil,Gemfibrozil,2068,56973.05,577.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Niacin Er,Niacin,1105,215567.34,300.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Praluent Pen,Alirocumab,2338,2068550.77,536.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Repatha Pushtronex,Evolocumab,461,474104.29,108.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Repatha Sureclick,Evolocumab,2426,2504219.85,598.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Repatha Syringe,Evolocumab,340,300579.94,85.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Simvastatin,Simvastatin,45954,468183.58,12790.0
State,Delaware,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,34.45518664838188,2006768.0,Zetia,Ezetimibe,47,37145.17,13.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Ec-Naproxen,Naproxen,90,6540.49,48.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Enbrel,Etanercept,161,1141133.85,25.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Enbrel Mini,Etanercept,37,262823.45,0.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Enbrel Sureclick,Etanercept,436,3325566.83,70.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Humira,Adalimumab,89,728278.01,15.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Humira Pen,Adalimumab,390,3052103.85,68.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Humira(Cf),Adalimumab,103,928881.01,13.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Humira(Cf) Pen,Adalimumab,816,7569924.93,134.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Ibu,Ibuprofen,150,975.83,91.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Ibuprofen,Ibuprofen,15330,144249.52,9190.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Methylprednisolone,Methylprednisolone,4363,47116.5,3718.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Naproxen,Naproxen,5086,67308.55,2558.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Prednisone,Prednisone,18554,136818.96,9985.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Remicade,Infliximab,32,261013.43,0.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Sulfasalazine,Sulfasalazine,376,13430.72,100.0
State,District of Columbia,Arthritis among adults aged >=18 years,Arthritis,19.05,1340100.0,Sulfasalazine Dr,Sulfasalazine,167,11565.54,46.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Calcium Acetate,Calcium Acetate,1085,118048.93,371.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Diovan,Valsartan,33,27568.35,12.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Epogen,Epoetin Alfa,36,15440.07,0.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Furosemide,Furosemide,30980,235806.56,10520.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Lasix,Furosemide,20,1680.95,0.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Lisinopril,Lisinopril,45465,418302.07,13790.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Procrit,Epoetin Alfa,735,492339.73,143.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Ramipril,Ramipril,1633,26420.32,489.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Spironolactone,Spironolactone,10099,154781.49,3546.0
State,District of Columbia,Chronic kidney disease among adults aged >=18 years,CKD,2.7,1340100.0,Valsartan,Valsartan,4650,206285.41,1471.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Budesonide,Budesonide,134,22947.54,31.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Budesonide Dr,Budesonide,107,20928.42,33.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Budesonide Ec,Budesonide,120,47746.97,52.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Budesonide Er,Budesonide,27,35627.89,18.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Daliresp,Roflumilast,312,172257.08,70.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Pulmicort Flexhaler,Budesonide,187,66697.87,85.0
State,District of Columbia,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,4.3,1340100.0,Roflumilast,Roflumilast,25,5535.51,18.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Brilinta,Ticagrelor,1002,710494.9,357.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Carvedilol,Carvedilol,20649,274211.67,6456.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Diovan,Valsartan,33,27568.35,12.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Eliquis,Apixaban,25899,22480697.5,6945.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Isosorbide Mononitrate,Isosorbide Mononitrate,193,6185.22,55.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Isosorbide Mononitrate Er,Isosorbide Mononitrate,3933,76675.7,1379.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Lisinopril,Lisinopril,45465,418302.07,13790.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Nitro-Bid,Nitroglycerin,42,1966.18,28.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Nitroglycerin,Nitroglycerin,2242,67979.0,1345.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Nitroglycerin Patch,Nitroglycerin,343,21430.49,107.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Ramipril,Ramipril,1633,26420.32,489.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Rectiv,Nitroglycerin,20,15420.69,12.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Simvastatin,Simvastatin,17510,169613.59,5092.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Valsartan,Valsartan,4650,206285.41,1471.0
State,District of Columbia,Coronary heart disease among adults aged >=18 years,Heart_Disease,3.95,1340100.0,Xarelto,Rivaroxaban,9058,8523805.58,2394.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Budesonide,Budesonide,134,22947.54,31.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Budesonide Dr,Budesonide,107,20928.42,33.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Budesonide Ec,Budesonide,120,47746.97,52.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Budesonide Er,Budesonide,27,35627.89,18.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Cromolyn Sodium,Cromolyn Sodium,389,45613.09,156.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Pulmicort Flexhaler,Budesonide,187,66697.87,85.0
State,District of Columbia,Current asthma among adults aged >=18 years,Asthma,10.7,1340100.0,Zafirlukast,Zafirlukast,99,9792.72,14.0
State,District of Columbia,Depression among adults aged >=18 years,Depression,20.5,1340100.0,Mirtazapine,Mirtazapine,11569,319888.53,3022.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Byetta,Exenatide,33,51492.1,0.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Glimepiride,Glimepiride,2515,32388.29,814.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Glipizide,Glipizide,6688,65412.77,2088.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Glipizide Er,Glipizide,3478,68135.1,1062.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Glipizide Xl,Glipizide,167,2561.01,60.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Glyburide,Glyburide,156,4087.82,61.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Jardiance,Empagliflozin,10581,11011213.34,3192.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Victoza 2-Pak,Liraglutide,349,362822.66,119.0
State,District of Columbia,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.1,1340100.0,Victoza 3-Pak,Liraglutide,895,1537263.71,231.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Atenolol,Atenolol,8735,91758.55,2675.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Carvedilol,Carvedilol,20649,274211.67,6456.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Clonidine,Clonidine,1562,324134.49,429.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Diovan,Valsartan,33,27568.35,12.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Furosemide,Furosemide,30980,235806.56,10520.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Hydrochlorothiazide,Hydrochlorothiazide,31723,189402.69,9910.0
State,District of Columbia,High blood pressure among adults aged >=18 years,Hypertension,29.0,1340100.0,Lasix,Furosemide,20,1680.95,0.0
